id_reserva,id_pasajero,id_vuelo,numero_asiento,fecha_hora_reserva,motivo_viaje,tipo_boleto,estado
342,342,3,3-20,2024-05-12 20:20:59,Trabajo,Económico,Cancelado
343,343,6,6-33,2024-01-25 03:01:08,Turismo,Primera Clase,Cancelado
344,344,1,1-26,2024-07-30 16:53:07,Estudio,Económico,Cancelado
345,345,6,6-32,2024-11-20 01:09:14,Estudio,Ejecutivo,Cancelado
346,346,3,3-25,2024-08-08 11:50:57,Estudio,Primera Clase,Pendiente
347,347,5,5-13,2024-10-24 12:46:55,Estudio,Económico,Confirmada
348,348,7,7-13,2024-05-09 07:47:06,Negocios,Ejecutivo,Cancelado
349,349,9,9-03,2024-04-19 02:25:31,Estudio,Económico,Confirmada
350,350,4,4-22,2024-11-13 02:36:09,Negocios,Ejecutivo,Confirmada
351,351,1,1-22,2024-09-23 12:02:36,Turismo,Primera Clase,Cancelado
352,352,9,9-29,2024-03-27 04:58:51,Trabajo,Económico,Cancelado
353,353,7,7-08,2024-06-08 09:28:30,Turismo,Primera Clase,Pendiente
354,354,9,9-30,2024-05-07 01:10:32,Negocios,Primera Clase,Confirmada
355,355,3,3-25,2024-07-11 12:49:19,Turismo,Económico,Pendiente
356,356,3,3-35,2024-11-03 05:27:53,Turismo,Ejecutivo,Confirmada
357,357,6,6-10,2024-02-09 16:14:10,Trabajo,Primera Clase,Pendiente
358,358,6,6-34,2024-05-28 09:22:21,Turismo,Ejecutivo,Cancelado
359,359,2,2-41,2024-01-16 21:28:16,Negocios,Ejecutivo,Pendiente
360,360,9,9-38,2024-06-04 18:14:17,Turismo,Económico,Pendiente
361,361,5,5-20,2024-08-28 15:46:59,Turismo,Económico,Cancelado
362,362,7,7-27,2024-01-07 12:58:26,Turismo,Primera Clase,Pendiente
363,363,3,3-07,2024-02-05 00:44:04,Turismo,Ejecutivo,Confirmada
364,364,9,9-12,2024-03-07 19:26:07,Trabajo,Ejecutivo,Pendiente
365,365,2,2-44,2024-09-20 14:21:12,Trabajo,Ejecutivo,Pendiente
366,366,7,7-11,2024-10-14 07:48:36,Turismo,Primera Clase,Cancelado
367,367,2,2-33,2024-05-07 16:54:25,Turismo,Primera Clase,Confirmada
368,368,10,10-43,2024-06-19 21:56:02,Negocios,Ejecutivo,Pendiente
369,369,8,8-29,2024-01-12 16:01:32,Estudio,Económico,Cancelado
370,370,1,1-20,2024-01-01 02:01:14,Estudio,Ejecutivo,Pendiente
371,371,4,4-06,2024-08-27 15:44:03,Turismo,Primera Clase,Confirmada
372,372,7,7-08,2024-05-10 21:05:55,Turismo,Primera Clase,Cancelado
373,373,4,4-39,2024-05-31 22:48:01,Trabajo,Primera Clase,Cancelado
374,374,3,3-20,2024-06-03 08:41:44,Negocios,Primera Clase,Cancelado
375,375,10,10-37,2024-07-16 06:55:47,Negocios,Ejecutivo,Pendiente
376,376,9,9-41,2024-03-08 05:41:24,Trabajo,Primera Clase,Pendiente
377,377,6,6-01,2024-02-20 17:28:54,Trabajo,Primera Clase,Pendiente
378,378,2,2-42,2024-10-19 16:26:41,Negocios,Económico,Confirmada
379,379,3,3-19,2024-02-09 05:12:43,Turismo,Ejecutivo,Cancelado
380,380,10,10-23,2024-06-02 21:30:05,Trabajo,Económico,Confirmada
381,381,7,7-11,2024-02-22 15:24:03,Negocios,Primera Clase,Confirmada
382,382,6,6-32,2024-10-30 03:21:10,Trabajo,Primera Clase,Pendiente
383,383,9,9-33,2024-03-20 22:03:55,Trabajo,Primera Clase,Confirmada
384,384,1,1-20,2024-05-18 14:52:06,Turismo,Primera Clase,Pendiente
385,385,1,1-28,2024-07-29 19:27:31,Estudio,Ejecutivo,Confirmada
386,386,2,2-22,2024-05-24 16:09:30,Trabajo,Primera Clase,Pendiente
387,387,1,1-10,2024-01-05 10:33:56,Estudio,Primera Clase,Confirmada
388,388,8,8-14,2024-03-04 14:12:10,Turismo,Ejecutivo,Pendiente
389,389,7,7-11,2024-05-14 14:23:41,Estudio,Primera Clase,Confirmada
390,390,10,10-41,2024-10-20 13:05:47,Negocios,Ejecutivo,Confirmada
391,391,9,9-32,2024-11-18 00:09:19,Negocios,Económico,Pendiente
392,392,6,6-25,2024-05-01 02:54:39,Turismo,Ejecutivo,Cancelado
393,393,3,3-13,2024-11-04 00:54:59,Turismo,Económico,Cancelado
394,394,7,7-05,2024-04-21 16:20:11,Estudio,Primera Clase,Cancelado
395,395,4,4-24,2024-10-12 11:29:44,Negocios,Económico,Pendiente
396,396,10,10-21,2024-06-10 16:31:35,Negocios,Económico,Cancelado
397,397,7,7-06,2024-04-26 06:40:46,Trabajo,Económico,Confirmada
398,398,9,9-20,2024-11-06 10:33:10,Trabajo,Primera Clase,Confirmada
399,399,3,3-34,2024-05-07 19:59:34,Trabajo,Económico,Pendiente
400,400,8,8-31,2024-10-31 19:54:17,Trabajo,Primera Clase,Pendiente
401,401,7,7-22,2024-11-24 10:12:33,Estudio,Ejecutivo,Confirmada
402,402,4,4-34,2024-09-18 08:15:34,Turismo,Primera Clase,Confirmada
403,403,1,1-29,2024-10-14 06:33:29,Turismo,Primera Clase,Cancelado
404,404,5,5-04,2024-02-19 09:47:29,Negocios,Económico,Confirmada
405,405,1,1-22,2024-09-04 21:41:12,Turismo,Primera Clase,Confirmada
406,406,1,1-31,2024-01-24 16:03:26,Turismo,Ejecutivo,Confirmada
407,407,5,5-17,2024-02-14 07:38:39,Trabajo,Económico,Cancelado
408,408,4,4-30,2024-06-17 20:09:42,Negocios,Ejecutivo,Pendiente
409,409,2,2-41,2024-11-10 19:49:48,Negocios,Económico,Cancelado
410,410,6,6-15,2024-08-08 21:30:00,Trabajo,Primera Clase,Cancelado
411,411,7,7-14,2024-10-22 05:38:32,Trabajo,Primera Clase,Cancelado
412,412,6,6-23,2024-02-27 19:55:42,Estudio,Primera Clase,Confirmada
413,413,8,8-29,2024-01-27 04:28:33,Trabajo,Económico,Confirmada
414,414,7,7-04,2024-08-08 18:53:58,Trabajo,Ejecutivo,Cancelado
415,415,4,4-05,2024-02-03 04:29:44,Turismo,Ejecutivo,Pendiente
416,416,7,7-20,2024-08-26 14:23:24,Estudio,Ejecutivo,Cancelado
417,417,6,6-16,2024-07-26 05:46:40,Negocios,Económico,Pendiente
418,418,5,5-04,2024-03-05 20:27:30,Estudio,Primera Clase,Pendiente
419,419,5,5-16,2024-01-17 07:18:32,Turismo,Ejecutivo,Pendiente
420,420,5,5-19,2024-09-21 08:55:40,Trabajo,Primera Clase,Confirmada
421,421,6,6-08,2024-01-13 02:22:45,Estudio,Económico,Pendiente
422,422,10,10-05,2024-02-13 16:15:59,Negocios,Primera Clase,Confirmada
423,423,1,1-08,2024-10-17 13:19:51,Trabajo,Económico,Pendiente
424,424,8,8-20,2024-03-04 16:37:02,Estudio,Primera Clase,Confirmada
425,425,1,1-29,2024-02-28 17:58:55,Turismo,Primera Clase,Confirmada
426,426,7,7-31,2024-08-06 11:06:42,Estudio,Económico,Confirmada
427,427,4,4-11,2024-06-09 22:45:44,Negocios,Ejecutivo,Confirmada
428,428,10,10-04,2024-07-24 10:05:55,Turismo,Primera Clase,Pendiente
429,429,2,2-37,2024-07-22 05:15:58,Negocios,Económico,Pendiente
430,430,9,9-08,2024-08-22 22:21:54,Negocios,Primera Clase,Cancelado
431,431,10,10-29,2024-09-24 11:31:37,Negocios,Ejecutivo,Confirmada
432,432,6,6-15,2024-09-12 18:48:36,Estudio,Primera Clase,Confirmada
433,433,4,4-06,2024-05-09 13:07:28,Trabajo,Primera Clase,Confirmada
434,434,8,8-12,2024-03-30 23:48:35,Trabajo,Económico,Pendiente
435,435,6,6-34,2024-04-10 09:37:24,Estudio,Ejecutivo,Confirmada
436,436,4,4-22,2024-09-10 22:00:23,Negocios,Primera Clase,Confirmada
437,437,9,9-21,2024-05-01 04:10:10,Trabajo,Ejecutivo,Cancelado
438,438,5,5-06,2024-07-27 14:32:16,Turismo,Primera Clase,Pendiente
439,439,3,3-23,2024-05-15 16:39:54,Estudio,Primera Clase,Confirmada
440,440,7,7-37,2024-04-03 18:24:34,Estudio,Económico,Pendiente
441,441,5,5-12,2024-02-02 15:10:48,Turismo,Ejecutivo,Pendiente
442,442,6,6-15,2024-11-18 10:14:47,Estudio,Ejecutivo,Pendiente
443,443,8,8-02,2024-02-28 01:40:37,Turismo,Económico,Cancelado
444,444,6,6-06,2024-05-09 10:46:26,Trabajo,Ejecutivo,Cancelado
445,445,10,10-17,2024-11-22 12:54:05,Trabajo,Ejecutivo,Cancelado
446,446,1,1-16,2024-06-24 19:36:21,Turismo,Primera Clase,Pendiente
447,447,5,5-15,2024-05-21 17:14:10,Estudio,Económico,Cancelado
448,448,4,4-23,2024-11-17 09:12:45,Estudio,Económico,Cancelado
449,449,7,7-18,2024-05-02 17:02:29,Trabajo,Económico,Pendiente
450,450,1,1-38,2024-09-09 17:31:21,Trabajo,Primera Clase,Confirmada
451,451,1,1-40,2024-01-09 03:26:02,Negocios,Ejecutivo,Pendiente
452,452,5,5-19,2024-06-23 03:42:20,Estudio,Primera Clase,Cancelado
453,453,7,7-12,2024-08-25 13:53:34,Turismo,Económico,Pendiente
454,454,3,3-23,2024-08-30 22:18:55,Turismo,Primera Clase,Confirmada
455,455,8,8-47,2024-08-13 08:47:05,Negocios,Primera Clase,Pendiente
456,456,9,9-16,2024-03-16 01:45:18,Estudio,Económico,Cancelado
457,457,3,3-38,2024-03-07 11:24:10,Estudio,Económico,Confirmada
458,458,1,1-28,2024-09-10 16:01:16,Turismo,Ejecutivo,Cancelado
459,459,6,6-14,2024-09-18 19:44:33,Estudio,Económico,Pendiente
460,460,4,4-28,2024-09-16 00:44:34,Negocios,Económico,Confirmada
461,461,2,2-19,2024-05-25 20:31:03,Turismo,Primera Clase,Cancelado
462,462,1,1-21,2024-06-06 09:09:07,Negocios,Primera Clase,Confirmada
463,463,1,1-28,2024-05-15 23:54:58,Trabajo,Primera Clase,Confirmada
464,464,8,8-38,2024-09-25 07:08:20,Estudio,Económico,Pendiente
465,465,2,2-10,2024-05-12 21:39:56,Trabajo,Primera Clase,Confirmada
466,466,6,6-33,2024-05-01 04:19:43,Estudio,Primera Clase,Cancelado
467,467,5,5-22,2024-08-19 18:03:20,Negocios,Ejecutivo,Pendiente
468,468,6,6-21,2024-06-02 20:20:18,Trabajo,Ejecutivo,Confirmada
469,469,2,2-22,2024-03-15 08:05:43,Estudio,Primera Clase,Cancelado
470,470,10,10-36,2024-03-16 08:33:05,Negocios,Primera Clase,Pendiente
471,471,1,1-24,2024-09-15 04:28:49,Turismo,Ejecutivo,Cancelado
472,472,3,3-03,2024-10-23 11:04:29,Negocios,Primera Clase,Confirmada
473,473,3,3-01,2024-11-01 22:24:22,Estudio,Económico,Pendiente
474,474,9,9-02,2024-07-28 10:36:36,Trabajo,Ejecutivo,Pendiente
475,475,2,2-42,2024-01-07 03:04:37,Trabajo,Ejecutivo,Pendiente
476,476,9,9-26,2024-08-18 08:35:51,Negocios,Primera Clase,Confirmada
477,477,2,2-15,2024-08-28 00:29:51,Estudio,Económico,Pendiente
478,478,10,10-07,2024-07-21 05:51:38,Trabajo,Primera Clase,Confirmada
479,479,1,1-34,2024-06-01 17:27:45,Trabajo,Primera Clase,Pendiente
480,480,2,2-07,2024-10-17 10:04:46,Trabajo,Económico,Confirmada
481,481,3,3-26,2024-08-21 07:04:45,Trabajo,Primera Clase,Cancelado
482,482,10,10-44,2024-01-25 01:29:54,Turismo,Económico,Confirmada
483,483,4,4-38,2024-08-15 18:49:43,Turismo,Primera Clase,Cancelado
484,484,5,5-21,2024-05-08 02:00:26,Negocios,Ejecutivo,Pendiente
485,485,2,2-19,2024-10-05 14:05:44,Estudio,Económico,Cancelado
486,486,4,4-04,2024-08-11 02:04:08,Trabajo,Económico,Confirmada
487,487,10,10-05,2024-09-27 23:01:17,Negocios,Ejecutivo,Cancelado
488,488,6,6-11,2024-01-10 02:03:35,Estudio,Económico,Cancelado
489,489,1,1-25,2024-11-11 08:52:41,Turismo,Ejecutivo,Pendiente
490,490,9,9-25,2024-08-19 22:47:45,Turismo,Económico,Confirmada
491,491,9,9-13,2024-01-17 05:00:55,Turismo,Primera Clase,Confirmada
492,492,10,10-10,2024-02-09 09:40:06,Negocios,Ejecutivo,Cancelado
493,493,10,10-29,2024-06-12 01:09:52,Negocios,Ejecutivo,Cancelado
494,494,2,2-13,2024-07-12 23:34:23,Turismo,Primera Clase,Pendiente
495,495,5,5-18,2024-05-26 23:03:28,Estudio,Económico,Pendiente
496,496,4,4-13,2024-09-04 05:30:38,Estudio,Primera Clase,Pendiente
497,497,10,10-45,2024-10-31 04:14:24,Negocios,Ejecutivo,Confirmada
498,498,10,10-39,2024-05-15 17:00:32,Negocios,Primera Clase,Pendiente
499,499,10,10-17,2024-09-24 07:40:51,Trabajo,Ejecutivo,Cancelado
500,500,9,9-29,2024-03-22 22:23:45,Negocios,Económico,Pendiente
501,501,10,10-13,2024-07-25 06:18:48,Trabajo,Económico,Cancelado
502,502,9,9-09,2024-06-29 06:37:26,Estudio,Económico,Confirmada
503,503,9,9-27,2024-06-18 07:37:00,Trabajo,Ejecutivo,Confirmada
504,504,2,2-13,2024-01-19 19:40:44,Trabajo,Primera Clase,Cancelado
505,505,7,7-19,2024-01-29 18:24:24,Negocios,Primera Clase,Pendiente
506,506,5,5-07,2024-11-04 13:04:52,Trabajo,Económico,Cancelado
507,507,10,10-25,2024-03-12 21:12:13,Turismo,Ejecutivo,Pendiente
508,508,9,9-31,2024-06-22 22:54:58,Turismo,Primera Clase,Confirmada
509,509,4,4-39,2024-09-01 22:45:20,Turismo,Ejecutivo,Confirmada
510,510,1,1-12,2024-02-02 20:37:44,Estudio,Ejecutivo,Cancelado
511,511,4,4-23,2024-05-23 17:06:04,Estudio,Primera Clase,Pendiente
512,512,10,10-06,2024-01-28 09:30:35,Turismo,Económico,Pendiente
513,513,3,3-19,2024-05-23 21:26:01,Trabajo,Económico,Pendiente
514,514,9,9-38,2024-03-25 01:27:59,Trabajo,Económico,Cancelado
515,515,5,5-15,2024-02-09 07:05:40,Estudio,Ejecutivo,Cancelado
516,516,7,7-39,2024-06-20 05:58:56,Estudio,Primera Clase,Pendiente
517,517,5,5-01,2024-06-01 04:14:26,Turismo,Ejecutivo,Confirmada
518,518,1,1-17,2024-01-23 01:29:57,Estudio,Primera Clase,Confirmada
519,519,8,8-39,2024-05-06 18:42:03,Negocios,Económico,Confirmada
520,520,3,3-13,2024-02-07 17:05:47,Negocios,Económico,Cancelado
521,521,3,3-28,2024-05-07 01:13:54,Trabajo,Ejecutivo,Pendiente
522,522,6,6-19,2024-10-14 03:50:51,Estudio,Económico,Cancelado
523,523,1,1-19,2024-07-08 14:15:59,Estudio,Ejecutivo,Confirmada
524,524,8,8-01,2024-04-04 17:19:14,Trabajo,Económico,Cancelado
525,525,7,7-16,2024-08-27 16:14:27,Negocios,Ejecutivo,Confirmada
526,526,6,6-03,2024-03-07 15:10:31,Negocios,Primera Clase,Pendiente
527,527,3,3-26,2024-11-23 19:08:44,Turismo,Primera Clase,Pendiente
528,528,8,8-22,2024-05-22 13:19:57,Turismo,Económico,Confirmada
529,529,3,3-12,2024-06-09 19:27:11,Estudio,Económico,Pendiente
530,530,4,4-32,2024-11-10 19:52:03,Negocios,Económico,Pendiente
531,531,7,7-02,2024-06-07 23:05:23,Turismo,Primera Clase,Confirmada
532,532,8,8-10,2024-01-30 09:47:32,Turismo,Económico,Cancelado
533,533,4,4-02,2024-02-09 13:06:59,Negocios,Ejecutivo,Cancelado
534,534,5,5-16,2024-06-11 03:02:30,Turismo,Primera Clase,Pendiente
535,535,10,10-43,2024-06-05 04:26:21,Negocios,Económico,Confirmada
536,536,4,4-28,2024-08-21 02:54:42,Negocios,Primera Clase,Confirmada
537,537,5,5-06,2024-03-17 17:48:49,Trabajo,Primera Clase,Cancelado
538,538,4,4-24,2024-02-07 21:37:53,Turismo,Ejecutivo,Pendiente
539,539,10,10-25,2024-04-05 14:34:44,Estudio,Económico,Cancelado
540,540,6,6-12,2024-05-20 10:11:33,Estudio,Económico,Confirmada
541,541,4,4-13,2024-09-07 18:52:19,Turismo,Económico,Pendiente
542,542,6,6-09,2024-04-18 06:28:31,Negocios,Primera Clase,Cancelado
543,543,7,7-27,2024-04-05 13:36:01,Trabajo,Ejecutivo,Cancelado
544,544,10,10-37,2024-08-21 08:45:17,Trabajo,Ejecutivo,Confirmada
545,545,1,1-38,2024-08-05 13:12:23,Negocios,Ejecutivo,Pendiente
546,546,2,2-17,2024-10-17 16:59:16,Estudio,Primera Clase,Pendiente
547,547,4,4-39,2024-08-01 23:57:55,Trabajo,Ejecutivo,Pendiente
548,548,8,8-25,2024-11-02 17:34:54,Estudio,Ejecutivo,Confirmada
549,549,4,4-35,2024-02-08 16:44:28,Estudio,Primera Clase,Pendiente
550,550,4,4-29,2024-11-09 05:16:59,Turismo,Económico,Confirmada
551,551,5,5-09,2024-08-27 21:54:50,Turismo,Económico,Confirmada
552,552,1,1-01,2024-04-23 13:01:10,Trabajo,Primera Clase,Cancelado
553,553,6,6-08,2024-02-29 20:25:37,Trabajo,Primera Clase,Cancelado
554,554,3,3-17,2024-03-18 20:57:24,Turismo,Económico,Confirmada
555,555,4,4-17,2024-11-23 12:03:14,Estudio,Económico,Pendiente
556,556,7,7-13,2024-10-15 06:35:09,Trabajo,Primera Clase,Cancelado
557,557,1,1-14,2024-02-20 06:11:03,Trabajo,Primera Clase,Pendiente
558,558,5,5-03,2024-02-26 22:48:03,Turismo,Económico,Cancelado
559,559,3,3-12,2024-06-16 23:05:30,Turismo,Primera Clase,Cancelado
560,560,4,4-31,2024-11-03 16:16:54,Turismo,Primera Clase,Cancelado
561,561,9,9-13,2024-02-04 23:04:38,Turismo,Primera Clase,Confirmada
562,562,3,3-30,2024-01-16 21:43:27,Negocios,Primera Clase,Pendiente
563,563,2,2-36,2024-10-25 11:31:35,Estudio,Económico,Cancelado
564,564,6,6-28,2024-08-25 19:03:01,Negocios,Económico,Cancelado
565,565,6,6-01,2024-03-18 21:40:09,Turismo,Primera Clase,Pendiente
566,566,2,2-08,2024-08-11 23:52:25,Negocios,Económico,Pendiente
567,567,1,1-37,2024-03-19 23:33:53,Negocios,Ejecutivo,Pendiente
568,568,5,5-20,2024-05-25 14:27:49,Negocios,Ejecutivo,Cancelado
569,569,9,9-17,2024-09-14 04:37:49,Estudio,Económico,Cancelado
570,570,8,8-16,2024-06-21 20:26:16,Turismo,Ejecutivo,Pendiente
571,571,10,10-25,2024-05-02 06:16:36,Negocios,Económico,Cancelado
572,572,9,9-12,2024-09-24 14:01:20,Estudio,Primera Clase,Pendiente
573,573,1,1-06,2024-10-19 17:15:56,Trabajo,Ejecutivo,Pendiente
574,574,8,8-39,2024-06-18 14:05:25,Trabajo,Primera Clase,Pendiente
575,575,4,4-33,2024-09-18 16:10:07,Estudio,Económico,Pendiente
576,576,3,3-05,2024-07-15 07:32:46,Turismo,Ejecutivo,Cancelado
577,577,10,10-40,2024-08-10 12:18:19,Trabajo,Económico,Pendiente
578,578,5,5-02,2024-10-11 21:38:41,Trabajo,Primera Clase,Cancelado
579,579,1,1-08,2024-01-19 04:39:08,Turismo,Ejecutivo,Confirmada
580,580,2,2-28,2024-06-03 07:16:06,Turismo,Primera Clase,Confirmada
581,581,2,2-44,2024-08-01 05:24:17,Estudio,Primera Clase,Confirmada
582,582,3,3-38,2024-08-19 13:27:49,Trabajo,Ejecutivo,Cancelado
583,583,9,9-11,2024-11-14 17:22:22,Turismo,Ejecutivo,Cancelado
584,584,3,3-19,2024-10-25 21:07:01,Turismo,Económico,Cancelado
585,585,10,10-36,2024-04-26 17:09:23,Estudio,Primera Clase,Pendiente
586,586,7,7-29,2024-06-23 10:51:03,Negocios,Ejecutivo,Pendiente
587,587,2,2-40,2024-04-15 08:35:51,Negocios,Económico,Confirmada
588,588,4,4-19,2024-08-23 19:20:05,Turismo,Ejecutivo,Confirmada
589,589,8,8-05,2024-07-07 01:37:53,Estudio,Económico,Cancelado
590,590,6,6-23,2024-08-07 07:40:00,Negocios,Ejecutivo,Cancelado
591,591,9,9-14,2024-04-12 00:39:52,Turismo,Económico,Confirmada
592,592,8,8-09,2024-01-11 13:02:01,Negocios,Primera Clase,Confirmada
593,593,5,5-20,2024-06-26 09:19:36,Estudio,Económico,Pendiente
594,594,6,6-20,2024-01-27 21:36:20,Estudio,Primera Clase,Pendiente
595,595,9,9-41,2024-10-15 14:40:14,Trabajo,Ejecutivo,Confirmada
596,596,9,9-04,2024-02-25 04:53:21,Negocios,Ejecutivo,Pendiente
597,597,7,7-38,2024-05-24 17:32:44,Trabajo,Primera Clase,Pendiente
598,598,3,3-33,2024-05-18 00:50:12,Trabajo,Económico,Cancelado
599,599,10,10-36,2024-04-29 01:36:25,Trabajo,Primera Clase,Pendiente
600,600,1,1-23,2024-06-30 20:41:45,Trabajo,Primera Clase,Pendiente
601,601,10,10-09,2024-01-08 08:30:17,Negocios,Primera Clase,Confirmada
602,602,1,1-10,2024-02-18 19:12:56,Trabajo,Primera Clase,Cancelado
603,603,4,4-10,2024-10-09 04:55:28,Negocios,Económico,Pendiente
604,604,7,7-41,2024-08-17 11:02:38,Estudio,Primera Clase,Cancelado
605,605,5,5-01,2024-01-29 06:07:06,Estudio,Primera Clase,Confirmada
606,606,3,3-36,2024-09-28 20:06:08,Turismo,Económico,Confirmada
607,607,5,5-18,2024-10-19 08:34:41,Estudio,Económico,Cancelado
608,608,7,7-04,2024-03-11 12:02:03,Turismo,Primera Clase,Confirmada
609,609,1,1-20,2024-07-21 23:29:07,Trabajo,Económico,Confirmada
610,610,2,2-35,2024-10-04 15:37:44,Turismo,Económico,Pendiente
611,611,3,3-33,2024-07-30 02:01:15,Negocios,Primera Clase,Confirmada
612,612,3,3-39,2024-06-26 04:33:56,Turismo,Económico,Confirmada
613,613,1,1-33,2024-05-31 19:42:14,Negocios,Ejecutivo,Pendiente
614,614,8,8-05,2024-05-11 06:19:40,Negocios,Económico,Cancelado
615,615,4,4-23,2024-06-13 00:26:43,Turismo,Ejecutivo,Confirmada
616,616,6,6-10,2024-04-23 13:33:30,Turismo,Económico,Cancelado
617,617,6,6-35,2024-06-08 20:26:25,Turismo,Económico,Cancelado
618,618,5,5-21,2024-06-29 13:55:01,Estudio,Primera Clase,Cancelado
619,619,3,3-35,2024-04-14 19:45:03,Negocios,Primera Clase,Confirmada
620,620,10,10-28,2024-01-31 03:33:38,Estudio,Ejecutivo,Cancelado
621,621,3,3-18,2024-05-26 20:07:58,Negocios,Primera Clase,Confirmada
622,622,4,4-01,2024-08-12 01:45:04,Turismo,Ejecutivo,Confirmada
623,623,6,6-09,2024-01-29 06:18:14,Turismo,Primera Clase,Pendiente
624,624,9,9-02,2024-06-21 03:09:59,Turismo,Económico,Pendiente
625,625,3,3-19,2024-07-07 08:26:09,Estudio,Ejecutivo,Pendiente
626,626,5,5-20,2024-08-29 23:11:13,Trabajo,Primera Clase,Pendiente
627,627,4,4-29,2024-09-26 00:21:33,Estudio,Primera Clase,Pendiente
628,628,8,8-18,2024-09-12 21:44:37,Negocios,Primera Clase,Confirmada
629,629,8,8-35,2024-02-28 05:54:18,Negocios,Ejecutivo,Pendiente
630,630,2,2-48,2024-03-27 13:16:32,Negocios,Primera Clase,Cancelado
631,631,5,5-18,2024-06-13 21:34:52,Estudio,Ejecutivo,Confirmada
632,632,7,7-24,2024-01-25 00:43:48,Estudio,Económico,Pendiente
633,633,7,7-41,2024-06-06 04:37:10,Turismo,Primera Clase,Pendiente
634,634,6,6-27,2024-09-11 18:36:25,Turismo,Ejecutivo,Pendiente
635,635,10,10-26,2024-11-07 09:59:19,Negocios,Económico,Confirmada
636,636,4,4-07,2024-02-07 03:27:10,Negocios,Ejecutivo,Cancelado
637,637,6,6-08,2024-01-09 04:05:29,Trabajo,Ejecutivo,Cancelado
638,638,9,9-38,2024-07-24 09:26:42,Trabajo,Primera Clase,Pendiente
639,639,1,1-01,2024-07-26 03:06:22,Turismo,Primera Clase,Confirmada
640,640,3,3-19,2024-03-12 09:01:16,Trabajo,Económico,Confirmada
641,641,3,3-21,2024-09-07 16:26:08,Negocios,Primera Clase,Pendiente
642,642,2,2-10,2024-04-17 10:19:03,Negocios,Ejecutivo,Confirmada
643,643,4,4-08,2024-06-25 08:39:44,Trabajo,Ejecutivo,Confirmada
644,644,10,10-42,2024-03-31 04:13:11,Negocios,Ejecutivo,Confirmada
645,645,10,10-03,2024-07-24 06:29:52,Trabajo,Primera Clase,Pendiente
646,646,8,8-42,2024-01-04 07:54:31,Turismo,Ejecutivo,Pendiente
647,647,3,3-39,2024-06-01 03:03:15,Estudio,Ejecutivo,Cancelado
648,648,6,6-14,2024-09-27 00:17:13,Estudio,Económico,Cancelado
649,649,9,9-23,2024-04-12 19:55:22,Turismo,Primera Clase,Pendiente
650,650,10,10-03,2024-08-18 17:15:29,Turismo,Económico,Cancelado
651,651,5,5-01,2024-10-22 17:55:54,Estudio,Ejecutivo,Pendiente
652,652,4,4-23,2024-05-27 19:54:43,Turismo,Primera Clase,Confirmada
653,653,7,7-15,2024-02-14 00:34:08,Estudio,Económico,Cancelado
654,654,5,5-11,2024-10-11 20:09:28,Turismo,Económico,Pendiente
655,655,2,2-07,2024-01-22 20:39:41,Turismo,Ejecutivo,Cancelado
656,656,5,5-21,2024-01-08 22:56:18,Trabajo,Ejecutivo,Confirmada
657,657,4,4-07,2024-04-16 22:38:56,Turismo,Ejecutivo,Pendiente
658,658,7,7-19,2024-05-02 00:46:28,Estudio,Primera Clase,Pendiente
659,659,5,5-14,2024-08-07 01:37:05,Negocios,Económico,Confirmada
660,660,8,8-27,2024-06-09 07:02:04,Negocios,Económico,Confirmada
661,661,2,2-27,2024-04-04 08:19:07,Estudio,Ejecutivo,Pendiente
662,662,7,7-35,2024-01-09 22:46:07,Negocios,Ejecutivo,Pendiente
663,663,6,6-24,2024-07-30 07:03:24,Turismo,Primera Clase,Confirmada
664,664,6,6-05,2024-01-08 15:27:01,Trabajo,Ejecutivo,Confirmada
665,665,3,3-35,2024-04-23 16:55:32,Turismo,Económico,Cancelado
666,666,6,6-20,2024-07-31 09:34:48,Turismo,Primera Clase,Confirmada
667,667,6,6-01,2024-05-13 03:29:24,Estudio,Ejecutivo,Pendiente
668,668,6,6-04,2024-09-10 02:24:42,Estudio,Económico,Confirmada
669,669,5,5-13,2024-07-02 14:45:58,Estudio,Económico,Confirmada
670,670,8,8-26,2024-01-05 21:21:53,Estudio,Ejecutivo,Cancelado
671,671,9,9-01,2024-08-28 08:37:20,Trabajo,Económico,Cancelado
672,672,3,3-33,2024-05-26 11:05:43,Estudio,Primera Clase,Pendiente
673,673,8,8-02,2024-05-30 16:57:15,Trabajo,Económico,Cancelado
674,674,8,8-06,2024-02-13 07:05:14,Estudio,Ejecutivo,Confirmada
675,675,6,6-22,2024-11-01 11:09:16,Estudio,Primera Clase,Cancelado
676,676,4,4-31,2024-04-20 14:34:34,Turismo,Económico,Confirmada
677,677,10,10-37,2024-05-29 09:48:05,Negocios,Económico,Confirmada
678,678,1,1-30,2024-09-11 01:19:07,Negocios,Económico,Pendiente
679,679,2,2-12,2024-02-16 06:02:37,Trabajo,Ejecutivo,Cancelado
680,680,4,4-08,2024-08-02 13:22:46,Trabajo,Ejecutivo,Confirmada
681,681,4,4-39,2024-07-14 05:56:58,Negocios,Ejecutivo,Cancelado
682,682,9,9-12,2024-10-14 22:56:16,Trabajo,Ejecutivo,Pendiente
683,683,6,6-04,2024-04-19 05:53:10,Turismo,Económico,Cancelado
684,684,1,1-30,2024-10-07 02:06:12,Turismo,Ejecutivo,Cancelado
