id_equipaje,id_pasajero,tipo_equipaje,peso,descripcion,alto,ancho,profundidad,cobro_extra
364,191,De Bodega,24.5,Equipaje de bodega de 24.5 kg,49,58,23,50
365,192,De Bodega,31.39,Equipaje de bodega de 31.39 kg,57,35,42,100
366,193,Mano,21.42,Equipaje mano de 21.42 kg,59,52,30,0
367,193,Mano,12.62,Equipaje mano de 12.62 kg,46,43,47,0
368,194,De Bodega,24.41,Equipaje de bodega de 24.41 kg,66,25,44,0
369,195,Mano,11.01,Equipaje mano de 11.01 kg,71,35,20,0
370,195,De Bodega,8.74,Equipaje de bodega de 8.74 kg,71,57,18,0
371,195,Mano,15.25,Equipaje mano de 15.25 kg,60,34,48,0
372,196,Mano,21.49,Equipaje mano de 21.49 kg,69,26,18,0
373,196,Mano,30.7,Equipaje mano de 30.7 kg,37,51,24,0
374,196,De Bodega,24.64,Equipaje de bodega de 24.64 kg,45,41,25,0
375,197,De Bodega,6.41,Equipaje de bodega de 6.41 kg,55,43,41,100
376,197,De Bodega,5.74,Equipaje de bodega de 5.74 kg,64,57,22,100
377,198,Mano,18.79,Equipaje mano de 18.79 kg,35,49,28,0
378,198,Mano,29.89,Equipaje mano de 29.89 kg,61,31,33,0
379,199,De Bodega,13.68,Equipaje de bodega de 13.68 kg,35,47,49,50
380,199,Mano,7.34,Equipaje mano de 7.34 kg,36,45,12,0
381,199,Mano,9.87,Equipaje mano de 9.87 kg,42,28,24,0
382,200,De Bodega,20.11,Equipaje de bodega de 20.11 kg,48,22,45,50
383,201,Mano,5.08,Equipaje mano de 5.08 kg,51,58,50,0
384,201,Mano,14.77,Equipaje mano de 14.77 kg,78,57,15,0
385,201,De Bodega,23.25,Equipaje de bodega de 23.25 kg,68,48,25,50
386,202,De Bodega,11.56,Equipaje de bodega de 11.56 kg,68,43,45,100
387,202,De Bodega,26.77,Equipaje de bodega de 26.77 kg,44,33,50,100
388,202,De Bodega,12.8,Equipaje de bodega de 12.8 kg,51,51,16,100
389,203,De Bodega,16.62,Equipaje de bodega de 16.62 kg,66,32,39,50
390,203,Mano,24.49,Equipaje mano de 24.49 kg,41,41,45,0
391,204,Mano,22.85,Equipaje mano de 22.85 kg,40,31,37,0
392,205,De Bodega,31.35,Equipaje de bodega de 31.35 kg,64,53,27,100
393,205,Mano,31.66,Equipaje mano de 31.66 kg,79,26,37,0
394,205,De Bodega,25.0,Equipaje de bodega de 25.0 kg,60,42,47,100
395,206,De Bodega,20.5,Equipaje de bodega de 20.5 kg,65,47,41,100
396,207,Mano,17.04,Equipaje mano de 17.04 kg,70,50,38,0
397,207,Mano,15.43,Equipaje mano de 15.43 kg,48,37,48,0
398,208,De Bodega,25.04,Equipaje de bodega de 25.04 kg,46,56,47,0
399,208,De Bodega,20.28,Equipaje de bodega de 20.28 kg,76,47,40,50
400,209,De Bodega,21.09,Equipaje de bodega de 21.09 kg,66,60,16,0
401,210,Mano,6.49,Equipaje mano de 6.49 kg,36,33,43,0
402,210,Mano,28.35,Equipaje mano de 28.35 kg,33,40,19,0
403,210,De Bodega,28.19,Equipaje de bodega de 28.19 kg,59,44,26,0
404,211,De Bodega,18.86,Equipaje de bodega de 18.86 kg,55,47,49,100
405,212,De Bodega,10.08,Equipaje de bodega de 10.08 kg,62,32,29,100
406,213,Mano,23.6,Equipaje mano de 23.6 kg,80,58,19,0
407,213,De Bodega,18.28,Equipaje de bodega de 18.28 kg,58,31,24,50
408,213,Mano,20.29,Equipaje mano de 20.29 kg,49,44,17,0
409,214,Mano,14.62,Equipaje mano de 14.62 kg,30,40,26,0
410,214,Mano,26.31,Equipaje mano de 26.31 kg,74,34,41,0
411,215,Mano,22.13,Equipaje mano de 22.13 kg,66,28,33,0
412,215,De Bodega,16.37,Equipaje de bodega de 16.37 kg,62,20,12,0
413,216,Mano,30.31,Equipaje mano de 30.31 kg,74,23,31,0
414,217,Mano,11.96,Equipaje mano de 11.96 kg,66,34,11,0
415,218,Mano,15.55,Equipaje mano de 15.55 kg,64,57,37,0
416,218,De Bodega,11.91,Equipaje de bodega de 11.91 kg,37,46,14,0
417,218,Mano,21.07,Equipaje mano de 21.07 kg,62,40,33,0
418,219,Mano,12.36,Equipaje mano de 12.36 kg,46,32,22,0
419,219,Mano,24.49,Equipaje mano de 24.49 kg,37,31,34,0
420,220,Mano,7.93,Equipaje mano de 7.93 kg,37,59,42,0
421,221,De Bodega,23.35,Equipaje de bodega de 23.35 kg,53,51,22,50
422,222,De Bodega,27.18,Equipaje de bodega de 27.18 kg,39,53,28,50
423,223,De Bodega,31.97,Equipaje de bodega de 31.97 kg,75,54,45,100
424,224,De Bodega,18.71,Equipaje de bodega de 18.71 kg,47,21,29,0
425,225,Mano,7.18,Equipaje mano de 7.18 kg,60,43,47,0
426,226,De Bodega,15.7,Equipaje de bodega de 15.7 kg,78,27,39,50
427,226,De Bodega,11.83,Equipaje de bodega de 11.83 kg,34,40,30,50
428,226,De Bodega,5.97,Equipaje de bodega de 5.97 kg,61,39,29,0
429,227,Mano,26.42,Equipaje mano de 26.42 kg,58,42,28,0
430,227,De Bodega,6.61,Equipaje de bodega de 6.61 kg,76,35,39,100
431,228,Mano,24.22,Equipaje mano de 24.22 kg,39,30,22,0
432,229,De Bodega,28.21,Equipaje de bodega de 28.21 kg,78,28,22,0
433,229,Mano,6.28,Equipaje mano de 6.28 kg,67,27,15,0
434,229,Mano,22.97,Equipaje mano de 22.97 kg,45,29,48,0
435,230,Mano,6.78,Equipaje mano de 6.78 kg,44,35,36,0
436,230,De Bodega,20.2,Equipaje de bodega de 20.2 kg,61,31,37,100
437,231,De Bodega,24.33,Equipaje de bodega de 24.33 kg,45,50,42,100
438,232,Mano,12.85,Equipaje mano de 12.85 kg,43,35,35,0
439,233,De Bodega,7.23,Equipaje de bodega de 7.23 kg,35,40,16,50
440,233,Mano,22.61,Equipaje mano de 22.61 kg,70,58,34,0
441,234,Mano,29.83,Equipaje mano de 29.83 kg,60,53,37,0
442,234,Mano,31.55,Equipaje mano de 31.55 kg,39,45,30,0
443,234,De Bodega,20.14,Equipaje de bodega de 20.14 kg,36,39,14,50
444,235,De Bodega,21.08,Equipaje de bodega de 21.08 kg,76,41,49,100
445,235,Mano,29.0,Equipaje mano de 29.0 kg,48,27,22,0
446,235,Mano,23.6,Equipaje mano de 23.6 kg,30,38,28,0
447,236,De Bodega,17.76,Equipaje de bodega de 17.76 kg,36,31,15,50
448,237,De Bodega,5.02,Equipaje de bodega de 5.02 kg,69,42,32,0
449,237,Mano,17.23,Equipaje mano de 17.23 kg,39,21,26,0
450,238,Mano,17.19,Equipaje mano de 17.19 kg,60,47,23,0
451,238,De Bodega,11.87,Equipaje de bodega de 11.87 kg,55,57,46,100
452,238,De Bodega,22.94,Equipaje de bodega de 22.94 kg,71,59,21,50
453,239,Mano,22.44,Equipaje mano de 22.44 kg,78,33,39,0
454,240,Mano,29.74,Equipaje mano de 29.74 kg,56,24,19,0
455,240,De Bodega,13.05,Equipaje de bodega de 13.05 kg,76,40,39,50
456,241,Mano,10.11,Equipaje mano de 10.11 kg,63,43,14,0
457,241,Mano,25.45,Equipaje mano de 25.45 kg,37,50,35,0
458,241,De Bodega,19.21,Equipaje de bodega de 19.21 kg,64,44,31,100
459,242,Mano,18.14,Equipaje mano de 18.14 kg,35,53,14,0
460,242,Mano,5.98,Equipaje mano de 5.98 kg,70,29,42,0
461,243,De Bodega,5.46,Equipaje de bodega de 5.46 kg,79,55,32,50
462,243,Mano,13.76,Equipaje mano de 13.76 kg,61,57,23,0
463,243,De Bodega,26.05,Equipaje de bodega de 26.05 kg,49,57,10,100
464,244,De Bodega,9.71,Equipaje de bodega de 9.71 kg,45,32,50,100
465,244,De Bodega,7.74,Equipaje de bodega de 7.74 kg,45,51,19,100
466,244,Mano,20.0,Equipaje mano de 20.0 kg,80,56,46,0
467,245,De Bodega,12.42,Equipaje de bodega de 12.42 kg,45,57,26,50
468,245,De Bodega,31.81,Equipaje de bodega de 31.81 kg,65,47,40,0
469,246,Mano,17.87,Equipaje mano de 17.87 kg,36,48,45,0
470,247,De Bodega,19.07,Equipaje de bodega de 19.07 kg,78,24,35,50
471,248,De Bodega,8.51,Equipaje de bodega de 8.51 kg,43,44,11,0
472,249,De Bodega,22.3,Equipaje de bodega de 22.3 kg,69,28,14,100
473,250,Mano,25.21,Equipaje mano de 25.21 kg,31,36,10,0
474,250,Mano,30.9,Equipaje mano de 30.9 kg,51,42,30,0
475,251,Mano,7.56,Equipaje mano de 7.56 kg,30,35,40,0
476,251,De Bodega,13.47,Equipaje de bodega de 13.47 kg,80,28,11,0
477,252,De Bodega,29.91,Equipaje de bodega de 29.91 kg,71,23,24,0
478,252,Mano,24.76,Equipaje mano de 24.76 kg,61,28,17,0
479,252,De Bodega,9.71,Equipaje de bodega de 9.71 kg,35,31,15,0
480,253,Mano,10.73,Equipaje mano de 10.73 kg,52,21,13,0
481,253,Mano,14.5,Equipaje mano de 14.5 kg,73,45,23,0
482,254,De Bodega,8.66,Equipaje de bodega de 8.66 kg,32,55,24,100
483,254,Mano,9.84,Equipaje mano de 9.84 kg,59,43,10,0
484,254,De Bodega,30.31,Equipaje de bodega de 30.31 kg,32,28,33,50
485,255,De Bodega,26.95,Equipaje de bodega de 26.95 kg,48,30,28,0
486,255,De Bodega,24.79,Equipaje de bodega de 24.79 kg,63,46,16,50
487,255,De Bodega,12.69,Equipaje de bodega de 12.69 kg,34,26,38,100
488,256,Mano,29.68,Equipaje mano de 29.68 kg,76,21,19,0
489,257,De Bodega,29.92,Equipaje de bodega de 29.92 kg,70,60,39,100
490,258,De Bodega,20.12,Equipaje de bodega de 20.12 kg,65,28,30,50
491,259,De Bodega,11.16,Equipaje de bodega de 11.16 kg,32,48,16,0
492,259,Mano,15.4,Equipaje mano de 15.4 kg,75,45,35,0
493,260,De Bodega,6.5,Equipaje de bodega de 6.5 kg,47,41,32,100
494,261,De Bodega,8.3,Equipaje de bodega de 8.3 kg,59,24,13,0
495,261,Mano,19.8,Equipaje mano de 19.8 kg,72,45,36,0
496,262,De Bodega,14.36,Equipaje de bodega de 14.36 kg,54,23,48,0
497,263,De Bodega,31.65,Equipaje de bodega de 31.65 kg,50,48,14,100
498,264,Mano,25.51,Equipaje mano de 25.51 kg,56,29,48,0
499,264,De Bodega,26.77,Equipaje de bodega de 26.77 kg,57,60,13,0
500,265,Mano,16.7,Equipaje mano de 16.7 kg,57,43,32,0
501,265,De Bodega,25.51,Equipaje de bodega de 25.51 kg,41,56,40,50
502,266,De Bodega,17.35,Equipaje de bodega de 17.35 kg,74,29,19,50
503,267,Mano,14.8,Equipaje mano de 14.8 kg,63,33,40,0
504,267,Mano,24.35,Equipaje mano de 24.35 kg,53,25,39,0
505,267,Mano,10.84,Equipaje mano de 10.84 kg,30,48,38,0
506,268,Mano,6.61,Equipaje mano de 6.61 kg,37,45,49,0
507,268,De Bodega,10.16,Equipaje de bodega de 10.16 kg,59,39,37,50
508,269,De Bodega,12.49,Equipaje de bodega de 12.49 kg,67,43,35,0
509,269,Mano,28.5,Equipaje mano de 28.5 kg,45,58,30,0
510,270,De Bodega,16.74,Equipaje de bodega de 16.74 kg,69,46,37,100
511,271,Mano,30.18,Equipaje mano de 30.18 kg,49,48,36,0
512,271,De Bodega,5.62,Equipaje de bodega de 5.62 kg,70,39,25,100
513,271,Mano,17.17,Equipaje mano de 17.17 kg,59,23,43,0
514,272,De Bodega,18.88,Equipaje de bodega de 18.88 kg,72,51,30,100
515,273,Mano,25.13,Equipaje mano de 25.13 kg,48,23,31,0
516,274,Mano,20.51,Equipaje mano de 20.51 kg,70,58,12,0
517,274,Mano,23.93,Equipaje mano de 23.93 kg,67,32,42,0
518,274,Mano,12.65,Equipaje mano de 12.65 kg,56,57,17,0
519,275,Mano,29.16,Equipaje mano de 29.16 kg,68,54,38,0
520,275,Mano,26.41,Equipaje mano de 26.41 kg,59,28,20,0
521,275,De Bodega,14.53,Equipaje de bodega de 14.53 kg,63,44,11,0
522,276,De Bodega,11.83,Equipaje de bodega de 11.83 kg,54,46,46,0
523,276,De Bodega,5.48,Equipaje de bodega de 5.48 kg,38,21,36,0
524,277,De Bodega,31.05,Equipaje de bodega de 31.05 kg,39,39,24,100
525,277,Mano,11.98,Equipaje mano de 11.98 kg,73,55,19,0
526,277,De Bodega,8.59,Equipaje de bodega de 8.59 kg,65,39,22,50
527,278,De Bodega,23.44,Equipaje de bodega de 23.44 kg,41,58,28,100
528,278,De Bodega,6.81,Equipaje de bodega de 6.81 kg,55,50,43,0
529,279,De Bodega,25.32,Equipaje de bodega de 25.32 kg,68,55,38,50
530,279,De Bodega,7.55,Equipaje de bodega de 7.55 kg,47,44,50,0
531,280,De Bodega,29.19,Equipaje de bodega de 29.19 kg,39,43,40,100
532,280,Mano,17.22,Equipaje mano de 17.22 kg,79,37,47,0
533,281,De Bodega,27.71,Equipaje de bodega de 27.71 kg,62,32,13,100
534,281,De Bodega,20.95,Equipaje de bodega de 20.95 kg,66,34,14,50
535,281,De Bodega,19.41,Equipaje de bodega de 19.41 kg,48,20,49,100
536,282,Mano,15.17,Equipaje mano de 15.17 kg,65,21,34,0
537,282,Mano,28.39,Equipaje mano de 28.39 kg,58,60,38,0
538,283,De Bodega,11.47,Equipaje de bodega de 11.47 kg,63,45,39,100
539,283,Mano,29.56,Equipaje mano de 29.56 kg,55,58,48,0
540,284,Mano,24.92,Equipaje mano de 24.92 kg,34,41,24,0
541,284,De Bodega,14.7,Equipaje de bodega de 14.7 kg,54,35,17,0
542,284,De Bodega,27.26,Equipaje de bodega de 27.26 kg,53,29,32,50
543,285,Mano,19.56,Equipaje mano de 19.56 kg,75,39,27,0
544,286,Mano,10.08,Equipaje mano de 10.08 kg,70,48,13,0
545,286,Mano,30.86,Equipaje mano de 30.86 kg,33,44,41,0
546,287,De Bodega,14.79,Equipaje de bodega de 14.79 kg,61,31,26,50
547,288,De Bodega,22.44,Equipaje de bodega de 22.44 kg,70,46,15,0
548,288,De Bodega,26.44,Equipaje de bodega de 26.44 kg,58,27,15,100
549,289,Mano,10.3,Equipaje mano de 10.3 kg,38,20,15,0
550,289,De Bodega,25.86,Equipaje de bodega de 25.86 kg,76,21,29,50
551,290,Mano,8.1,Equipaje mano de 8.1 kg,64,29,15,0
552,290,De Bodega,26.44,Equipaje de bodega de 26.44 kg,53,55,33,0
553,290,De Bodega,30.82,Equipaje de bodega de 30.82 kg,70,51,33,100
554,291,Mano,9.52,Equipaje mano de 9.52 kg,59,49,22,0
555,292,Mano,5.85,Equipaje mano de 5.85 kg,56,44,19,0
556,292,Mano,19.24,Equipaje mano de 19.24 kg,57,58,38,0
557,292,De Bodega,27.69,Equipaje de bodega de 27.69 kg,40,40,12,50
558,293,De Bodega,31.25,Equipaje de bodega de 31.25 kg,64,48,48,50
559,293,De Bodega,23.64,Equipaje de bodega de 23.64 kg,79,43,38,0
560,293,De Bodega,24.16,Equipaje de bodega de 24.16 kg,36,20,33,0
561,294,De Bodega,5.94,Equipaje de bodega de 5.94 kg,34,50,18,100
562,294,Mano,11.01,Equipaje mano de 11.01 kg,56,40,41,0
563,295,Mano,16.08,Equipaje mano de 16.08 kg,34,39,40,0
564,295,De Bodega,27.97,Equipaje de bodega de 27.97 kg,66,47,44,0
565,295,De Bodega,14.74,Equipaje de bodega de 14.74 kg,36,22,19,50
566,296,Mano,31.15,Equipaje mano de 31.15 kg,58,50,40,0
567,297,Mano,5.08,Equipaje mano de 5.08 kg,32,44,36,0
568,298,Mano,20.43,Equipaje mano de 20.43 kg,53,32,33,0
569,298,Mano,7.11,Equipaje mano de 7.11 kg,33,47,31,0
570,299,De Bodega,13.44,Equipaje de bodega de 13.44 kg,40,29,13,100
571,299,De Bodega,14.56,Equipaje de bodega de 14.56 kg,65,27,21,50
572,299,Mano,25.95,Equipaje mano de 25.95 kg,43,55,32,0
573,300,Mano,14.86,Equipaje mano de 14.86 kg,69,37,46,0
574,300,De Bodega,30.61,Equipaje de bodega de 30.61 kg,69,37,24,50
575,300,De Bodega,8.77,Equipaje de bodega de 8.77 kg,62,59,12,0
576,301,De Bodega,31.67,Equipaje de bodega de 31.67 kg,42,31,24,50
577,301,De Bodega,15.89,Equipaje de bodega de 15.89 kg,57,43,23,0
578,302,Mano,12.32,Equipaje mano de 12.32 kg,78,23,28,0
579,303,De Bodega,21.23,Equipaje de bodega de 21.23 kg,37,31,49,100
580,304,De Bodega,15.4,Equipaje de bodega de 15.4 kg,39,43,23,0
581,304,De Bodega,26.1,Equipaje de bodega de 26.1 kg,61,37,11,100
582,305,De Bodega,6.74,Equipaje de bodega de 6.74 kg,39,24,27,50
583,305,Mano,11.53,Equipaje mano de 11.53 kg,42,26,14,0
584,305,De Bodega,17.28,Equipaje de bodega de 17.28 kg,74,53,50,100
585,306,De Bodega,11.75,Equipaje de bodega de 11.75 kg,48,31,18,0
586,307,De Bodega,29.34,Equipaje de bodega de 29.34 kg,77,23,45,0
587,307,Mano,10.37,Equipaje mano de 10.37 kg,70,60,45,0
588,307,De Bodega,22.64,Equipaje de bodega de 22.64 kg,35,32,25,100
589,308,De Bodega,29.07,Equipaje de bodega de 29.07 kg,67,51,20,0
590,308,De Bodega,21.58,Equipaje de bodega de 21.58 kg,42,50,26,50
591,309,Mano,29.98,Equipaje mano de 29.98 kg,49,38,42,0
592,309,Mano,27.19,Equipaje mano de 27.19 kg,73,47,35,0
593,309,Mano,26.33,Equipaje mano de 26.33 kg,42,41,17,0
594,310,Mano,12.54,Equipaje mano de 12.54 kg,75,46,50,0
595,311,De Bodega,13.19,Equipaje de bodega de 13.19 kg,44,31,22,100
596,311,De Bodega,13.91,Equipaje de bodega de 13.91 kg,32,49,35,0
597,311,De Bodega,17.45,Equipaje de bodega de 17.45 kg,60,33,28,100
598,312,De Bodega,24.5,Equipaje de bodega de 24.5 kg,43,60,29,0
599,312,De Bodega,20.94,Equipaje de bodega de 20.94 kg,71,51,31,50
600,312,Mano,22.39,Equipaje mano de 22.39 kg,79,41,39,0
601,313,Mano,23.08,Equipaje mano de 23.08 kg,61,21,35,0
602,313,De Bodega,28.45,Equipaje de bodega de 28.45 kg,80,34,20,50
603,314,De Bodega,12.78,Equipaje de bodega de 12.78 kg,69,59,44,0
604,314,Mano,16.84,Equipaje mano de 16.84 kg,35,28,45,0
605,314,De Bodega,24.0,Equipaje de bodega de 24.0 kg,40,27,12,100
606,315,Mano,25.15,Equipaje mano de 25.15 kg,31,34,32,0
607,316,De Bodega,26.97,Equipaje de bodega de 26.97 kg,64,39,45,50
608,317,De Bodega,6.33,Equipaje de bodega de 6.33 kg,67,45,19,0
609,318,Mano,15.2,Equipaje mano de 15.2 kg,62,36,45,0
610,318,De Bodega,24.28,Equipaje de bodega de 24.28 kg,35,37,27,0
611,319,De Bodega,29.27,Equipaje de bodega de 29.27 kg,47,36,41,50
612,319,Mano,27.8,Equipaje mano de 27.8 kg,60,56,24,0
613,320,De Bodega,22.2,Equipaje de bodega de 22.2 kg,37,46,12,50
614,320,De Bodega,15.72,Equipaje de bodega de 15.72 kg,77,44,25,50
615,320,Mano,28.93,Equipaje mano de 28.93 kg,71,50,35,0
616,321,De Bodega,28.83,Equipaje de bodega de 28.83 kg,80,29,32,100
617,321,Mano,15.64,Equipaje mano de 15.64 kg,79,20,37,0
618,322,Mano,14.92,Equipaje mano de 14.92 kg,65,26,11,0
619,323,Mano,20.97,Equipaje mano de 20.97 kg,54,20,32,0
620,323,De Bodega,18.57,Equipaje de bodega de 18.57 kg,50,33,31,0
621,323,Mano,26.09,Equipaje mano de 26.09 kg,50,58,50,0
622,324,Mano,5.71,Equipaje mano de 5.71 kg,40,50,48,0
623,324,De Bodega,30.78,Equipaje de bodega de 30.78 kg,70,37,41,0
624,325,Mano,15.19,Equipaje mano de 15.19 kg,53,56,41,0
625,325,De Bodega,5.64,Equipaje de bodega de 5.64 kg,53,32,26,50
626,326,De Bodega,29.66,Equipaje de bodega de 29.66 kg,68,28,13,0
627,327,De Bodega,30.58,Equipaje de bodega de 30.58 kg,76,40,35,100
628,328,Mano,11.95,Equipaje mano de 11.95 kg,48,21,48,0
629,329,Mano,29.18,Equipaje mano de 29.18 kg,41,30,11,0
630,329,Mano,21.07,Equipaje mano de 21.07 kg,73,59,27,0
631,330,De Bodega,24.72,Equipaje de bodega de 24.72 kg,78,33,37,50
632,330,De Bodega,14.67,Equipaje de bodega de 14.67 kg,48,29,25,100
633,330,De Bodega,15.93,Equipaje de bodega de 15.93 kg,34,49,13,0
634,331,De Bodega,20.95,Equipaje de bodega de 20.95 kg,45,55,18,100
635,331,Mano,7.07,Equipaje mano de 7.07 kg,42,23,44,0
636,331,De Bodega,24.04,Equipaje de bodega de 24.04 kg,61,27,33,100
637,332,De Bodega,21.36,Equipaje de bodega de 21.36 kg,47,46,27,50
638,332,De Bodega,25.74,Equipaje de bodega de 25.74 kg,77,30,18,50
639,333,Mano,6.6,Equipaje mano de 6.6 kg,30,21,25,0
640,333,De Bodega,18.21,Equipaje de bodega de 18.21 kg,47,40,22,100
641,334,De Bodega,10.47,Equipaje de bodega de 10.47 kg,54,37,19,100
642,334,Mano,25.35,Equipaje mano de 25.35 kg,51,24,13,0
643,335,Mano,8.12,Equipaje mano de 8.12 kg,53,49,49,0
644,335,Mano,25.98,Equipaje mano de 25.98 kg,62,58,26,0
645,336,Mano,7.74,Equipaje mano de 7.74 kg,57,29,22,0
646,336,Mano,24.03,Equipaje mano de 24.03 kg,73,24,15,0
647,337,De Bodega,14.82,Equipaje de bodega de 14.82 kg,33,29,20,100
648,338,Mano,14.09,Equipaje mano de 14.09 kg,31,41,37,0
649,338,De Bodega,31.73,Equipaje de bodega de 31.73 kg,75,40,20,0
650,338,De Bodega,18.08,Equipaje de bodega de 18.08 kg,62,32,38,0
651,339,Mano,31.22,Equipaje mano de 31.22 kg,45,41,47,0
652,339,Mano,31.19,Equipaje mano de 31.19 kg,75,53,35,0
653,339,Mano,10.45,Equipaje mano de 10.45 kg,42,51,47,0
654,340,Mano,28.21,Equipaje mano de 28.21 kg,34,60,22,0
655,340,Mano,26.69,Equipaje mano de 26.69 kg,69,29,24,0
656,340,Mano,26.13,Equipaje mano de 26.13 kg,63,31,44,0
657,341,Mano,22.55,Equipaje mano de 22.55 kg,44,60,15,0
658,342,Mano,19.43,Equipaje mano de 19.43 kg,77,21,36,0
659,342,Mano,11.16,Equipaje mano de 11.16 kg,43,29,22,0
660,343,Mano,24.76,Equipaje mano de 24.76 kg,62,35,19,0
661,343,Mano,21.12,Equipaje mano de 21.12 kg,49,54,42,0
662,344,De Bodega,18.75,Equipaje de bodega de 18.75 kg,43,32,46,50
663,344,Mano,24.55,Equipaje mano de 24.55 kg,37,21,31,0
664,344,De Bodega,13.1,Equipaje de bodega de 13.1 kg,74,50,16,0
665,345,Mano,16.46,Equipaje mano de 16.46 kg,56,38,17,0
666,345,Mano,14.31,Equipaje mano de 14.31 kg,79,22,24,0
667,346,De Bodega,29.28,Equipaje de bodega de 29.28 kg,42,59,13,50
668,346,De Bodega,24.28,Equipaje de bodega de 24.28 kg,41,24,25,50
669,346,Mano,7.63,Equipaje mano de 7.63 kg,50,44,49,0
670,347,De Bodega,31.25,Equipaje de bodega de 31.25 kg,45,22,16,0
671,347,Mano,31.17,Equipaje mano de 31.17 kg,58,23,25,0
672,348,De Bodega,9.28,Equipaje de bodega de 9.28 kg,59,44,13,50
673,349,De Bodega,22.41,Equipaje de bodega de 22.41 kg,42,50,13,100
674,349,De Bodega,29.31,Equipaje de bodega de 29.31 kg,68,20,14,0
675,349,Mano,21.36,Equipaje mano de 21.36 kg,68,55,26,0
676,350,De Bodega,19.86,Equipaje de bodega de 19.86 kg,35,23,31,0
677,351,Mano,23.7,Equipaje mano de 23.7 kg,51,36,14,0
678,351,Mano,30.65,Equipaje mano de 30.65 kg,71,23,27,0
679,352,Mano,17.23,Equipaje mano de 17.23 kg,77,56,47,0
680,352,De Bodega,15.96,Equipaje de bodega de 15.96 kg,39,42,49,50
681,353,Mano,7.53,Equipaje mano de 7.53 kg,42,58,15,0
682,353,Mano,30.8,Equipaje mano de 30.8 kg,34,28,30,0
683,354,De Bodega,18.25,Equipaje de bodega de 18.25 kg,64,53,31,0
684,354,Mano,26.54,Equipaje mano de 26.54 kg,32,38,28,0
685,355,Mano,21.94,Equipaje mano de 21.94 kg,51,39,49,0
686,355,Mano,15.29,Equipaje mano de 15.29 kg,78,43,33,0
687,356,Mano,20.71,Equipaje mano de 20.71 kg,35,24,35,0
688,357,Mano,27.9,Equipaje mano de 27.9 kg,36,51,45,0
689,358,De Bodega,31.36,Equipaje de bodega de 31.36 kg,54,43,44,50
690,358,De Bodega,17.04,Equipaje de bodega de 17.04 kg,47,40,21,0
691,358,Mano,5.16,Equipaje mano de 5.16 kg,62,47,23,0
692,359,Mano,22.96,Equipaje mano de 22.96 kg,57,52,25,0
693,360,De Bodega,5.19,Equipaje de bodega de 5.19 kg,45,22,12,100
694,360,Mano,21.45,Equipaje mano de 21.45 kg,31,60,40,0
695,361,De Bodega,5.66,Equipaje de bodega de 5.66 kg,49,49,49,100
696,361,De Bodega,19.76,Equipaje de bodega de 19.76 kg,52,50,14,0
697,361,De Bodega,25.37,Equipaje de bodega de 25.37 kg,43,31,30,0
698,362,Mano,29.23,Equipaje mano de 29.23 kg,71,35,13,0
699,362,Mano,10.16,Equipaje mano de 10.16 kg,75,24,24,0
700,362,De Bodega,11.4,Equipaje de bodega de 11.4 kg,54,33,14,100
701,363,Mano,14.13,Equipaje mano de 14.13 kg,39,44,35,0
702,363,De Bodega,21.79,Equipaje de bodega de 21.79 kg,41,46,14,100
703,364,Mano,23.41,Equipaje mano de 23.41 kg,47,28,26,0
704,364,De Bodega,14.03,Equipaje de bodega de 14.03 kg,64,44,16,100
705,364,De Bodega,17.48,Equipaje de bodega de 17.48 kg,36,25,50,0
706,365,De Bodega,10.7,Equipaje de bodega de 10.7 kg,65,43,50,0
707,366,De Bodega,20.23,Equipaje de bodega de 20.23 kg,73,58,27,0
708,366,Mano,9.72,Equipaje mano de 9.72 kg,70,53,28,0
709,366,De Bodega,26.27,Equipaje de bodega de 26.27 kg,33,54,36,100
710,367,De Bodega,8.01,Equipaje de bodega de 8.01 kg,44,37,28,50
711,368,Mano,10.48,Equipaje mano de 10.48 kg,57,49,21,0
712,368,Mano,22.53,Equipaje mano de 22.53 kg,61,20,50,0
713,369,Mano,12.54,Equipaje mano de 12.54 kg,68,50,10,0
714,369,Mano,30.36,Equipaje mano de 30.36 kg,32,54,31,0
715,370,Mano,11.48,Equipaje mano de 11.48 kg,42,41,30,0
716,370,De Bodega,17.29,Equipaje de bodega de 17.29 kg,49,27,13,0
717,370,De Bodega,18.56,Equipaje de bodega de 18.56 kg,63,34,36,0
718,371,De Bodega,21.11,Equipaje de bodega de 21.11 kg,43,47,35,0
719,371,Mano,8.15,Equipaje mano de 8.15 kg,60,45,23,0
720,372,De Bodega,14.92,Equipaje de bodega de 14.92 kg,69,29,15,50
721,372,Mano,30.75,Equipaje mano de 30.75 kg,49,20,21,0
722,372,Mano,14.33,Equipaje mano de 14.33 kg,40,40,17,0
723,373,De Bodega,29.38,Equipaje de bodega de 29.38 kg,35,41,24,100
724,374,Mano,28.98,Equipaje mano de 28.98 kg,30,31,45,0
725,374,Mano,24.44,Equipaje mano de 24.44 kg,58,39,21,0
726,374,De Bodega,7.83,Equipaje de bodega de 7.83 kg,48,43,41,50
727,375,Mano,7.63,Equipaje mano de 7.63 kg,42,38,38,0
728,376,Mano,20.64,Equipaje mano de 20.64 kg,62,52,20,0
729,377,De Bodega,13.87,Equipaje de bodega de 13.87 kg,71,22,15,0
